photo,correct_classification,classical_2,score
WIN_20220704_16_04_15_Pro_jpg.rf.ynt8eINnZe9C0YppaRlc.jpg [aug#1],2,0,0.0
WIN_20220704_16_04_20_Pro_jpg.rf.yAh2Md2LPBqmHH7t3jdI.jpg [aug#1],2,0,0.0
WIN_20220704_16_04_20_Pro_jpg.rf.yAh2Md2LPBqmHH7t3jdI.jpg [aug#2],2,0,0.0
WIN_20220704_16_04_26_Pro_jpg.rf.pZPVM01nUn8xaQCPzqay.jpg [aug#1],2,0,0.0
WIN_20220704_16_05_06_Pro_jpg.rf.eD7DHa1jIifSk0fbZXlQ.jpg [aug#1],2,0,0.0
WIN_20220704_16_05_06_Pro_jpg.rf.eD7DHa1jIifSk0fbZXlQ.jpg [aug#2],2,0,0.0
WIN_20220704_16_05_10_Pro_jpg.rf.Z5uAlaAdlWsH6IlOIqfj.jpg [aug#1],2,0,0.0
WIN_20220704_16_05_10_Pro_jpg.rf.Z5uAlaAdlWsH6IlOIqfj.jpg [aug#2],2,0,0.0
WIN_20220704_16_05_15_Pro_jpg.rf.AYyesKPx5FzPJBKRe7XM.jpg [aug#2],2,0,0.0
WIN_20220704_16_05_37_Pro_jpg.rf.zQjK6t8xkna2ftZ0Hr2q.jpg [aug#1],2,0,0.0
WIN_20220704_16_05_37_Pro_jpg.rf.zQjK6t8xkna2ftZ0Hr2q.jpg [aug#2],2,4,0.0
WIN_20220704_16_05_42_Pro_jpg.rf.0DBjqMRCW2kv2gVWmCj9.jpg [aug#1],2,0,0.0
WIN_20220704_16_05_42_Pro_jpg.rf.0DBjqMRCW2kv2gVWmCj9.jpg [aug#2],2,3,0.0
WIN_20220704_16_05_52_Pro_jpg.rf.KLSLk5vXliyxE4PnthnK.jpg [aug#2],2,0,0.0
WIN_20220704_16_06_25_Pro_jpg.rf.zzgL4oFkKoskvIAu2VUF.jpg [aug#1],2,0,0.0
WIN_20220704_16_06_25_Pro_jpg.rf.zzgL4oFkKoskvIAu2VUF.jpg [aug#2],2,0,0.0
WIN_20220704_16_06_30_Pro_jpg.rf.uWoGBBN1mI90NAM72M5m.jpg [aug#1],2,0,0.0
WIN_20220704_16_06_34_Pro_jpg.rf.4SnX0C2Kocr64z9g4Zzh.jpg [aug#2],2,0,0.0
WIN_20220704_16_07_54_Pro_jpg.rf.WdTbcPq70MisdMulASdn.jpg [aug#1],2,0,0.0
WIN_20220704_16_07_54_Pro_jpg.rf.WdTbcPq70MisdMulASdn.jpg [aug#2],2,0,0.0
WIN_20220704_16_07_59_Pro_jpg.rf.NhgKEHHaeBGNOUojA0lG.jpg [aug#2],2,0,0.0
WIN_20220704_16_08_33_Pro_jpg.rf.ogrBUqAPTnqL0j9wgRY3.jpg [aug#2],2,0,0.0
WIN_20220704_16_08_37_Pro_jpg.rf.5QOjTueI3Bu3tmyyuwKb.jpg [aug#2],2,3,0.0
WIN_20220704_16_08_46_Pro_jpg.rf.JYhvFH2DrJdlHy07Gl8H.jpg [aug#2],2,3,0.0
WIN_20220704_16_09_52_Pro_jpg.rf.39V9iXycq1vVWh3dFmui.jpg [aug#2],2,0,0.0
WIN_20220704_16_09_58_Pro_jpg.rf.5qUvrunhLUqvw623UqGr.jpg [aug#2],2,0,0.0
WIN_20220704_16_10_03_Pro_jpg.rf.Uo1Mk2CrGp7W58WuZ3Km.jpg [aug#2],2,1,0.0
WIN_20220704_16_10_43_Pro_jpg.rf.JjWyXRxs41hQefYhmsiZ.jpg [aug#2],2,3,0.0
WIN_20220704_16_10_46_Pro_jpg.rf.UMyYFBF5P6jj1tvzFkmv.jpg [aug#2],2,3,0.0
WIN_20220704_16_10_52_Pro_jpg.rf.1InZdn39DrFs9V3HDQ8E.jpg [aug#1],2,3,0.0
WIN_20220704_16_11_34_Pro_jpg.rf.Y9NwUqm6O5T1LaDlB3Qe.jpg [aug#1],2,0,0.0
WIN_20220704_16_11_37_Pro_jpg.rf.8M2ZQfFKJbuP2hCMgpsh.jpg [aug#1],2,3,0.0
WIN_20220704_16_11_45_Pro_jpg.rf.giuqaHZ55ovCIYpnI97A.jpg [aug#2],2,0,0.0
WIN_20220704_16_12_11_Pro_jpg.rf.1nF5lhrPaguphhTCmraH.jpg [aug#1],2,3,0.0
WIN_20220704_16_12_11_Pro_jpg.rf.1nF5lhrPaguphhTCmraH.jpg [aug#2],2,0,0.0
WIN_20220704_16_12_16_Pro_jpg.rf.1vnJBFuiDteTNGB8hroA.jpg [aug#1],2,3,0.0
WIN_20220704_16_12_16_Pro_jpg.rf.1vnJBFuiDteTNGB8hroA.jpg [aug#2],2,0,0.0
WIN_20220704_16_12_22_Pro_jpg.rf.iiaPYs5yE9UH2CG0vyUw.jpg [aug#1],2,0,0.0
WIN_20220704_16_12_22_Pro_jpg.rf.iiaPYs5yE9UH2CG0vyUw.jpg [aug#2],2,0,0.0
WIN_20220704_16_13_23_Pro_jpg.rf.s9vTzCG5dm2hLvpNwK0W.jpg [aug#1],2,0,0.0
WIN_20220704_16_13_23_Pro_jpg.rf.s9vTzCG5dm2hLvpNwK0W.jpg [aug#2],2,3,0.0
WIN_20220704_16_13_26_Pro_jpg.rf.qOrlUJfcVQdWHjz6ef0f.jpg [aug#1],2,0,0.0
WIN_20220704_16_13_31_Pro_jpg.rf.SnjF0l8guw1an3AV6QWh.jpg [aug#1],2,3,0.0
WIN_20220704_16_13_31_Pro_jpg.rf.SnjF0l8guw1an3AV6QWh.jpg [aug#2],2,0,0.0
WIN_20220704_16_14_11_Pro_jpg.rf.BgyUrz6B9cuHnBmSewkv.jpg [aug#1],2,3,0.0
WIN_20220704_16_14_11_Pro_jpg.rf.BgyUrz6B9cuHnBmSewkv.jpg [aug#2],2,3,0.0
WIN_20220704_16_14_15_Pro_jpg.rf.syVxhLGP9gbf6P5p3Jpn.jpg [aug#2],2,0,0.0
WIN_20220704_16_14_20_Pro_jpg.rf.ogascaSAlWThOPdLsEkL.jpg [aug#1],2,4,0.0
WIN_20220704_16_14_20_Pro_jpg.rf.ogascaSAlWThOPdLsEkL.jpg [aug#2],2,0,0.0
WIN_20220704_16_14_38_Pro_jpg.rf.hy8WZEhcjKsASKCuHbEg.jpg [aug#1],2,0,0.0
WIN_20220704_16_14_38_Pro_jpg.rf.hy8WZEhcjKsASKCuHbEg.jpg [aug#2],2,3,0.0
WIN_20220704_16_14_44_Pro_jpg.rf.M431JeQNTHDrv7yeg9vJ.jpg [aug#1],2,0,0.0
WIN_20220704_16_14_44_Pro_jpg.rf.M431JeQNTHDrv7yeg9vJ.jpg [aug#2],2,0,0.0
WIN_20220704_16_14_49_Pro_jpg.rf.lYZ8FvqhFJUvw6YGbjCx.jpg [aug#1],2,0,0.0
WIN_20220704_16_14_49_Pro_jpg.rf.lYZ8FvqhFJUvw6YGbjCx.jpg [aug#2],2,3,0.0
WIN_20220704_16_15_45_Pro_jpg.rf.WHdAsoUDcRcSlX0pC4qs.jpg [aug#1],2,3,0.0
WIN_20220704_16_15_51_Pro_jpg.rf.Wyrdkw3WVZsJYkTqYHm1.jpg [aug#1],2,3,0.0
WIN_20220704_16_15_57_Pro_jpg.rf.gV8rM4eQJR4cXE593NZn.jpg [aug#2],2,0,0.0
WIN_20220704_16_16_16_Pro_jpg.rf.rpF3WtZPODG7j8KeVpGV.jpg [aug#1],2,0,0.0
WIN_20220704_16_16_16_Pro_jpg.rf.rpF3WtZPODG7j8KeVpGV.jpg [aug#2],2,3,0.0
WIN_20220704_16_16_20_Pro_jpg.rf.g0CNJIBOuPPXG4GOJ38d.jpg [aug#1],2,0,0.0
WIN_20220704_16_16_26_Pro_jpg.rf.dU3hNMhJqPiYtuWpwWDT.jpg [aug#2],2,0,0.0
WIN_20220704_16_17_17_Pro_jpg.rf.5DU4gcSZpkY84ZmcaM6q.jpg [aug#1],2,0,0.0
WIN_20220704_16_17_17_Pro_jpg.rf.5DU4gcSZpkY84ZmcaM6q.jpg [aug#2],2,0,0.0
WIN_20220704_16_17_22_Pro_jpg.rf.6fSMTfnUSNwi7AHx1f0n.jpg [aug#1],2,3,0.0
WIN_20220704_16_17_22_Pro_jpg.rf.6fSMTfnUSNwi7AHx1f0n.jpg [aug#2],2,3,0.0
WIN_20220704_16_17_27_Pro_jpg.rf.UJRuO1382FZTHJCuw9qk.jpg [aug#2],2,3,0.0
WIN_20220704_16_20_33_Pro_jpg.rf.7LQSyqbSE0sLup6ImxPG.jpg [aug#1],1,2,0.0
WIN_20220704_16_20_33_Pro_jpg.rf.7LQSyqbSE0sLup6ImxPG.jpg [aug#2],1,2,0.0
WIN_20220704_16_20_37_Pro_jpg.rf.vPwq36cZ4lKG7HbQKn27.jpg [aug#1],1,0,0.0
WIN_20220704_16_20_37_Pro_jpg.rf.vPwq36cZ4lKG7HbQKn27.jpg [aug#2],1,2,0.0
WIN_20220704_16_20_43_Pro_jpg.rf.dWy2wWM51t7vCu1ha61g.jpg [aug#1],1,0,0.0
WIN_20220704_16_20_43_Pro_jpg.rf.dWy2wWM51t7vCu1ha61g.jpg [aug#2],1,0,0.0
WIN_20220704_16_20_53_Pro_jpg.rf.RHvq6ay1ECpEnJQfhbtu.jpg [aug#1],1,0,0.0
WIN_20220704_16_21_10_Pro_jpg.rf.d7Y3WBLU35ekiMMkVgOc.jpg [aug#1],0,1,0.0
WIN_20220704_16_21_10_Pro_jpg.rf.d7Y3WBLU35ekiMMkVgOc.jpg [aug#2],0,2,0.0
WIN_20220704_16_21_14_Pro_jpg.rf.XKFO2JGBRcdehuT2z0na.jpg [aug#1],0,4,0.0
WIN_20220704_16_27_57_Pro_jpg.rf.zX6nAdbCmPUHZzIuoXUE.jpg [aug#1],0,4,0.0
WIN_20220704_16_27_57_Pro_jpg.rf.zX6nAdbCmPUHZzIuoXUE.jpg [aug#2],0,4,0.0
WIN_20220704_16_36_02_Pro_jpg.rf.HOhTibD5iKOOmq5bvtBf.jpg [aug#2],4,1,0.0
WIN_20220704_16_36_44_Pro_jpg.rf.MXjKZTivSgwe6DzssXYU.jpg [aug#1],4,1,0.0
WIN_20220704_16_39_27_Pro_jpg.rf.NdLXQYpzXm4CTR5ATGG5.jpg [aug#1],4,0,0.0
WIN_20220704_16_39_27_Pro_jpg.rf.NdLXQYpzXm4CTR5ATGG5.jpg [aug#2],4,1,0.0
WIN_20220704_16_39_36_Pro_jpg.rf.fZzyduDhK1S017NUuIPI.jpg [aug#1],4,0,0.0
WIN_20220704_16_39_36_Pro_jpg.rf.fZzyduDhK1S017NUuIPI.jpg [aug#2],4,1,0.0
WIN_20220704_16_40_17_Pro_jpg.rf.BJeSxhYbaFOzikc8VupV.jpg [aug#2],4,0,0.0
WIN_20220704_16_40_46_Pro_jpg.rf.js0c0A214jR3YAWlPBGK.jpg [aug#1],4,1,0.0
WIN_20220704_16_40_51_Pro_jpg.rf.ODHaFEd9ELjPVH0RwEdZ.jpg [aug#2],4,1,0.0
WIN_20220704_16_49_50_Pro_jpg.rf.2W7klnPvcLCfcNiVARhT.jpg [aug#2],4,1,0.0
WIN_20220704_16_49_58_Pro_jpg.rf.nDilUo7JecedfOj6NSPO.jpg [aug#1],4,0,0.0
WIN_20220704_16_51_31_Pro_jpg.rf.efFnfj7vNygcTuU3Pm07.jpg [aug#1],4,0,0.0
WIN_20220704_16_51_47_Pro_jpg.rf.R7vNZWIXk38Y50xjF76p.jpg [aug#1],4,1,0.0
WIN_20220704_16_51_55_Pro_jpg.rf.NHGWifp42hSWuwQifce9.jpg [aug#2],4,0,0.0
WIN_20220704_16_52_47_Pro_jpg.rf.Zq5cxR7shiDLTGAJW4vC.jpg [aug#1],4,0,0.0
WIN_20220704_16_58_07_Pro_jpg.rf.wPaLJImadnidroy0oOVN.jpg [aug#1],4,0,0.0
WIN_20220704_16_58_07_Pro_jpg.rf.wPaLJImadnidroy0oOVN.jpg [aug#2],4,1,0.0
WIN_20220704_16_58_52_Pro_jpg.rf.hErGvSra89VAraiGX4DU.jpg [aug#2],4,0,0.0
WIN_20220704_16_59_05_Pro_jpg.rf.KxKuHzJc5MSgY36kt6cf.jpg [aug#1],4,1,0.0
WIN_20220704_16_59_40_Pro_jpg.rf.Bh14ZyTTXRzwawxFdcb7.jpg [aug#2],4,1,0.0
WIN_20220704_17_06_57_Pro_jpg.rf.QNOkyTM8riAXfDIzfAGl.jpg [aug#2],4,1,0.0
WIN_20220704_17_07_12_Pro_jpg.rf.8FT9BbIsmzTperRJ923d.jpg [aug#1],4,0,0.0
WIN_20220704_17_07_48_Pro_jpg.rf.Eo2ApdBOpjGI8QPDd7yJ.jpg [aug#1],4,1,0.0
WIN_20220704_17_08_03_Pro_jpg.rf.qKazjT9rSIP3AGD8IHXe.jpg [aug#1],4,1,0.0
WIN_20220704_17_08_38_Pro_jpg.rf.OZoWhyR3XX0lmaMLqKYC.jpg [aug#1],4,1,0.0
WIN_20220704_17_08_53_Pro_jpg.rf.wzCbW0VQ4jBqFxZvYHAE.jpg [aug#1],4,0,0.0
WIN_20220704_17_08_53_Pro_jpg.rf.wzCbW0VQ4jBqFxZvYHAE.jpg [aug#2],4,0,0.0
WIN_20220704_17_14_48_Pro_jpg.rf.o2FwLbUkPsQEUcSUTBgb.jpg [aug#2],4,0,0.0
WIN_20220704_17_15_01_Pro_jpg.rf.1g7YQ6doQCvyRz3kPYtN.jpg [aug#1],4,0,0.0
WIN_20220704_17_15_01_Pro_jpg.rf.1g7YQ6doQCvyRz3kPYtN.jpg [aug#2],4,0,0.0
WIN_20220704_17_15_22_Pro_jpg.rf.8uqNNsGqHqr4VHYEKhXy.jpg [aug#2],4,0,0.0
WIN_20220704_17_15_27_Pro_jpg.rf.xHB4hZipajMqIt9aW5ph.jpg [aug#1],4,1,0.0
WIN_20220705_13_51_48_Pro_jpg.rf.FTxEbOAQwEVtQQpxXd59.jpg [aug#1],4,0,0.0
WIN_20220705_13_52_48_Pro_jpg.rf.qkKJyLipKBGKYH8yK9sd.jpg [aug#2],4,1,0.0
WIN_20220705_13_57_47_Pro_jpg.rf.LAlrPPp77I1ET3n9J7Ab.jpg [aug#1],4,1,0.0
WIN_20220705_13_58_27_Pro_jpg.rf.6FuyKIsfOv1Gh24S2KWj.jpg [aug#1],4,1,0.0
WIN_20220705_14_02_38_Pro_jpg.rf.CIkBroQ56DDE8fXZivRh.jpg [aug#2],4,0,0.0
WIN_20220705_14_04_30_Pro_jpg.rf.IVqk1qXWsxk4iirasEoC.jpg [aug#1],4,1,0.0
WIN_20220705_14_04_58_Pro_jpg.rf.TdUXQVaEkiJizuqqDBg4.jpg [aug#1],4,0,0.0
WIN_20220705_14_14_29_Pro_jpg.rf.GyIR9vrHPvKZJ0gIdApc.jpg [aug#1],4,1,0.0
WIN_20220705_14_14_29_Pro_jpg.rf.GyIR9vrHPvKZJ0gIdApc.jpg [aug#2],4,1,0.0
WIN_20220705_14_19_28_Pro_jpg.rf.B2sojDx5CyBLTAbezjQo.jpg [aug#2],4,1,0.0
WIN_20220705_14_19_33_Pro_jpg.rf.8AoIpPa8iLfaxN0NpA74.jpg [aug#2],4,0,0.0
WIN_20220705_14_20_45_Pro_jpg.rf.jY0tsquHB2HGfxfOn4OV.jpg [aug#1],4,0,0.0
WIN_20220705_14_34_52_Pro_jpg.rf.VNW3LMv2cDLnR8aKOJii.jpg [aug#1],4,1,0.0
WIN_20220705_15_22_01_Pro_jpg.rf.iDKSF5651QrzNyEjWdLJ.jpg [aug#1],4,1,0.0
WIN_20220705_15_22_01_Pro_jpg.rf.iDKSF5651QrzNyEjWdLJ.jpg [aug#2],4,1,0.0
WIN_20220705_15_38_51_Pro_jpg.rf.zaw6rhLib3S8rlU3Xr7X.jpg [aug#1],4,0,0.0
WIN_20220705_15_38_51_Pro_jpg.rf.zaw6rhLib3S8rlU3Xr7X.jpg [aug#2],4,0,0.0
WIN_20220705_15_42_30_Pro_jpg.rf.D8gjQyhqIbLlluCWy4MC.jpg [aug#2],4,0,0.0
WIN_20220705_15_42_37_Pro_jpg.rf.Q5dQdt4BDHdar5cCMFe5.jpg [aug#1],4,1,0.0
WIN_20220705_15_42_37_Pro_jpg.rf.Q5dQdt4BDHdar5cCMFe5.jpg [aug#2],4,1,0.0
WIN_20220705_15_42_44_Pro_jpg.rf.BHNU2XLz2NvdPUheytXz.jpg [aug#2],4,0,0.0
WIN_20220705_15_44_07_Pro_jpg.rf.gz9esPq5XQR2xpZ0oMKn.jpg [aug#1],4,0,0.0
WIN_20220705_15_44_07_Pro_jpg.rf.gz9esPq5XQR2xpZ0oMKn.jpg [aug#2],4,0,0.0
WIN_20220705_15_44_14_Pro_jpg.rf.2f1yifYUDamI8NW4cH6k.jpg [aug#2],4,1,0.0
WIN_20220705_15_44_43_Pro_jpg.rf.7jhuhry9t0ghefxqjuEt.jpg [aug#1],4,0,0.0
WIN_20220705_15_44_49_Pro_jpg.rf.L14xbQ4vxE3aYeFnsGYK.jpg [aug#1],4,0,0.0
WIN_20220705_15_45_07_Pro_jpg.rf.niXO2vqBtjxWgaJhgrTF.jpg [aug#1],4,1,0.0
WIN_20220705_15_45_12_Pro_jpg.rf.rba1C0aE7D4W7HbzjFSQ.jpg [aug#1],4,0,0.0
WIN_20220705_15_45_16_Pro_jpg.rf.DNDPtWou4Q3JL7mtyJOk.jpg [aug#1],4,1,0.0
WIN_20220705_15_49_36_Pro_jpg.rf.jImmYQ3KkTCgc2F6a8TN.jpg [aug#1],4,1,0.0
WIN_20220705_15_49_36_Pro_jpg.rf.jImmYQ3KkTCgc2F6a8TN.jpg [aug#2],4,0,0.0
WIN_20220705_15_49_48_Pro_jpg.rf.XbUlDK4Ldz32Q0hrka23.jpg [aug#2],4,0,0.0
WIN_20220705_15_50_04_Pro_jpg.rf.5UDfuiGOw3pjcNd9gNVq.jpg [aug#1],4,0,0.0
WIN_20220705_15_53_50_Pro_jpg.rf.ukqRIQDRmYzwBBPEwKm2.jpg [aug#2],4,1,0.0
WIN_20220705_15_54_04_Pro_jpg.rf.Hyw0msvh4MiPBEFWY12X.jpg [aug#1],4,1,0.0
WIN_20220705_15_55_51_Pro_jpg.rf.DBVAOOON9cNjqb6GzhmC.jpg [aug#2],4,1,0.0
WIN_20220705_15_56_45_Pro_jpg.rf.KqMi3KRDC2s5cBhbFHUO.jpg [aug#2],4,0,0.0
WIN_20220713_16_16_51_Pro_jpg.rf.VkI3tktcwhkpPNB0LuRO.jpg [aug#2],3,4,0.0
WIN_20220713_16_17_01_Pro_jpg.rf.0Y6lViwao1PL8Q1dsrAB.jpg [aug#1],3,0,0.0
WIN_20220713_16_17_01_Pro_jpg.rf.0Y6lViwao1PL8Q1dsrAB.jpg [aug#2],3,4,0.0
WIN_20220713_16_17_09_Pro_jpg.rf.4iZQzlySdfFAXgApokZF.jpg [aug#1],3,2,0.0
WIN_20220713_16_17_09_Pro_jpg.rf.4iZQzlySdfFAXgApokZF.jpg [aug#2],3,0,0.0
WIN_20221108_15_37_55_Pro_jpg.rf.rKyEuCuZy6dTGq7KqOy7.jpg [aug#1],3,0,0.0
WIN_20221108_15_37_55_Pro_jpg.rf.rKyEuCuZy6dTGq7KqOy7.jpg [aug#2],3,0,0.0
WIN_20221108_15_38_00_Pro_jpg.rf.ulrLbTYxxElNl9XhbsDs.jpg [aug#1],3,2,0.0
WIN_20221108_15_38_00_Pro_jpg.rf.ulrLbTYxxElNl9XhbsDs.jpg [aug#2],3,0,0.0
WIN_20221108_15_38_08_Pro_jpg.rf.SPCDE3SQ1OyKc98G1pdk.jpg [aug#2],3,1,0.0
WIN_20221108_15_39_15_Pro_jpg.rf.flyuIyiah18VRsUy5bXs.jpg [aug#1],3,0,0.0
WIN_20221108_15_39_46_Pro_jpg.rf.2Dgh9GOqZJ6kdj8IDN8w.jpg [aug#1],1;3,3,0.5
WIN_20221108_15_39_46_Pro_jpg.rf.2Dgh9GOqZJ6kdj8IDN8w.jpg [aug#2],1;3,4,0.0
WIN_20221108_15_41_55_Pro_jpg.rf.cMxOME53Sai1tXd3sOdH.jpg [aug#1],0,1,0.0
WIN_20221108_15_41_55_Pro_jpg.rf.cMxOME53Sai1tXd3sOdH.jpg [aug#2],0,1,0.0
WIN_20221108_15_42_03_Pro_jpg.rf.iY1SnII3v2REOvNBFLkm.jpg [aug#1],3;0,4,0.0
WIN_20221108_15_42_03_Pro_jpg.rf.iY1SnII3v2REOvNBFLkm.jpg [aug#2],3;0,0,0.5
WIN_20221108_15_42_09_Pro_jpg.rf.93Alt4JCutlk7Ivt4IER.jpg [aug#1],1;3,1,0.5
WIN_20221108_15_42_09_Pro_jpg.rf.93Alt4JCutlk7Ivt4IER.jpg [aug#2],1;3,4,0.0
WIN_20221108_15_42_36_Pro_jpg.rf.dXfEFlheUxyZvQWoNwzD.jpg [aug#1],1;0,1,0.5
WIN_20221108_15_42_36_Pro_jpg.rf.dXfEFlheUxyZvQWoNwzD.jpg [aug#2],1;0,3,0.0
WIN_20221108_15_45_44_Pro_jpg.rf.WDmwl8AARyr31TuRSBYC.jpg [aug#1],0,2,0.0
WIN_20221108_15_45_44_Pro_jpg.rf.WDmwl8AARyr31TuRSBYC.jpg [aug#2],0,3,0.0
WIN_20221108_15_45_51_Pro_jpg.rf.YW4ARxPCdTxRcuuaEP5t.jpg [aug#1],0;3,3,0.5
WIN_20221108_15_45_51_Pro_jpg.rf.YW4ARxPCdTxRcuuaEP5t.jpg [aug#2],0;3,3,0.5
WIN_20221108_15_45_58_Pro_jpg.rf.hpgJdfOjfSujPIn6JSBm.jpg [aug#1],3;0,3,0.5
WIN_20221108_15_45_58_Pro_jpg.rf.hpgJdfOjfSujPIn6JSBm.jpg [aug#2],3;0,3,0.5
WIN_20221108_15_46_06_Pro_jpg.rf.Vx2J0MnEO8GDnQooXPCt.jpg [aug#1],0,3,0.0
WIN_20221108_15_46_06_Pro_jpg.rf.Vx2J0MnEO8GDnQooXPCt.jpg [aug#2],0,2,0.0
WIN_20221108_15_46_15_Pro_jpg.rf.TOltKeL37Vn722E5kfXc.jpg [aug#1],0,3,0.0
WIN_20221108_15_46_39_Pro_jpg.rf.IqmJQkQPctcyhcqyKzQz.jpg [aug#2],3,0,0.0
WIN_20221108_15_46_44_Pro_jpg.rf.3XvGzfRpuRqRIoCaywza.jpg [aug#1],3,0,0.0
WIN_20221108_15_46_48_Pro_jpg.rf.pW3DfgtPgFwhCf0QYpKv.jpg [aug#1],3,2,0.0
WIN_20221108_15_46_48_Pro_jpg.rf.pW3DfgtPgFwhCf0QYpKv.jpg [aug#2],3,4,0.0
WIN_20221108_15_48_28_Pro_jpg.rf.cTBWodIctLUtDwYyy30d.jpg [aug#1],3,2,0.0
WIN_20221108_15_48_28_Pro_jpg.rf.cTBWodIctLUtDwYyy30d.jpg [aug#2],3,1,0.0
WIN_20221108_15_48_34_Pro_jpg.rf.0unn2hLLsneHJwkXuuFb.jpg [aug#1],3,1,0.0
WIN_20221108_15_48_34_Pro_jpg.rf.0unn2hLLsneHJwkXuuFb.jpg [aug#2],3,1,0.0
WIN_20221108_15_48_39_Pro_jpg.rf.ILhEd3oXIFUiX5ck6Hmr.jpg [aug#1],3,1,0.0
WIN_20221108_15_48_39_Pro_jpg.rf.ILhEd3oXIFUiX5ck6Hmr.jpg [aug#2],3,0,0.0
WIN_20221108_15_48_57_Pro_jpg.rf.3HAKq1bBxtgRTyuEVhzK.jpg [aug#1],3;1,3,0.5
WIN_20221108_15_48_57_Pro_jpg.rf.3HAKq1bBxtgRTyuEVhzK.jpg [aug#2],3;1,0,0.0
WIN_20221108_15_49_03_Pro_jpg.rf.pButnZc3nVF3XB1TRHMJ.jpg [aug#2],1,2,0.0
WIN_20221108_15_49_07_Pro_jpg.rf.JqK26PVSwGrWOn4kDN0V.jpg [aug#1],1,3,0.0
WIN_20221108_15_49_07_Pro_jpg.rf.JqK26PVSwGrWOn4kDN0V.jpg [aug#2],1,0,0.0
WIN_20221108_15_49_13_Pro_jpg.rf.cEgjIv8qD7OvMIopbfQi.jpg [aug#2],3,1,0.0
WIN_20221108_15_50_19_Pro_jpg.rf.glH4EEMgqdb88Xw49qrs.jpg [aug#1],3,2,0.0
WIN_20221108_15_50_24_Pro_jpg.rf.JA3Nrj7YrsHsNuhBER8B.jpg [aug#1],3,0,0.0
WIN_20221108_15_50_24_Pro_jpg.rf.JA3Nrj7YrsHsNuhBER8B.jpg [aug#2],3,1,0.0
WIN_20221108_15_50_28_Pro_jpg.rf.oFvmhJKFpWJy2TtTNNhM.jpg [aug#1],3,2,0.0
WIN_20221108_15_50_28_Pro_jpg.rf.oFvmhJKFpWJy2TtTNNhM.jpg [aug#2],3,0,0.0
WIN_20221108_15_57_09_Pro_jpg.rf.gDvFKbdTtYIyMo4ZQuEE.jpg [aug#1],1,0,0.0
WIN_20221108_15_57_09_Pro_jpg.rf.gDvFKbdTtYIyMo4ZQuEE.jpg [aug#2],1,0,0.0
WIN_20221108_15_57_16_Pro_jpg.rf.Bax2Xpmg6hM23RCtVG5N.jpg [aug#1],1,4,0.0
WIN_20221108_15_57_37_Pro_jpg.rf.sg4MveQyFld0yPN95Kyp.jpg [aug#1],1,0,0.0
WIN_20221108_15_57_41_Pro_jpg.rf.ehM53pJfSicAgsXt0y32.jpg [aug#1],1,0,0.0
WIN_20221108_15_57_41_Pro_jpg.rf.ehM53pJfSicAgsXt0y32.jpg [aug#2],1,0,0.0
WIN_20221108_16_02_35_Pro_jpg.rf.CY82fQejdGAVhloREIWU.jpg [aug#1],3,2,0.0
WIN_20221108_16_02_35_Pro_jpg.rf.CY82fQejdGAVhloREIWU.jpg [aug#2],3,1,0.0
WIN_20221108_16_02_38_Pro_jpg.rf.C0kfmWKrVtj4GGhsv9Ki.jpg [aug#1],3,0,0.0
WIN_20221108_16_02_38_Pro_jpg.rf.C0kfmWKrVtj4GGhsv9Ki.jpg [aug#2],3,0,0.0
WIN_20221108_16_03_22_Pro_jpg.rf.LAMfmnqOC7GWUfI2CGwg.jpg [aug#2],3,2,0.0
WIN_20221108_16_03_56_Pro_jpg.rf.4IPKz4z3qa0xjjPFOvUa.jpg [aug#1],1,0,0.0
WIN_20221108_16_04_02_Pro_jpg.rf.58WQbJiXaXXjqYafSdbn.jpg [aug#1],1,0,0.0
WIN_20221108_16_04_02_Pro_jpg.rf.58WQbJiXaXXjqYafSdbn.jpg [aug#2],1,0,0.0
WIN_20221108_16_04_06_Pro_jpg.rf.KTyrVYhGexF6jt1vbf8x.jpg [aug#1],1,0,0.0
WIN_20221108_16_04_06_Pro_jpg.rf.KTyrVYhGexF6jt1vbf8x.jpg [aug#2],1,0,0.0
WIN_20221108_16_06_00_Pro_jpg.rf.2QKgzaLa9zFmdZH4yMcK.jpg [aug#2],3,0,0.0
WIN_20221108_16_06_05_Pro_jpg.rf.VUitSs0aN9qqgAUWLFcI.jpg [aug#1],3,0,0.0
WIN_20221108_16_06_09_Pro_jpg.rf.TFAiNNOrYkbyH5b9Rh5R.jpg [aug#2],3,0,0.0
WIN_20221108_16_07_07_Pro_jpg.rf.VggewlFmd8S1zn4vTldM.jpg [aug#1],1,0,0.0
WIN_20221108_16_07_07_Pro_jpg.rf.VggewlFmd8S1zn4vTldM.jpg [aug#2],1,0,0.0
WIN_20221108_16_08_49_Pro_jpg.rf.zhBM4stI8C6YBlFnHVYy.jpg [aug#1],3,0,0.0
WIN_20221108_16_08_57_Pro_jpg.rf.l0LKm3DZD8pvboVgtH0z.jpg [aug#2],3,2,0.0
